dm_1 foto_1 straaling_1 temp_1 lai_1 meldug_1 lai_0 dm_2 foto_2 straaling_2 temp_2 lai_2 meldug_2 dm_3 foto_3 straaling_3 temp_3 lai_3 meldug_3 dm_4 foto_4 straaling_4 temp_4 lai_4 meldug_4 mikro_1 middel_1 mikro_2 middel_2 mikro_3 middel_3 nedboer_1 nedboer_2 nedboer_3 udbytte
4 5 0 1 2 6 3 15 8 1 3 3 0 33 14 2 2 2 0 36 6 1 3 1 0 1 3 2 3 2 3 1 0 0 30
18 12 2 2 4 3 4 28 9 1 3 4 0 45 13 1 3 2 0 54 10 0 2 1 0 3 1 2 1 2 3 1 1 1 46
13 10 1 0 5 6 6 19 7 0 2 4 2 36 12 0 2 3 0 44 8 2 3 1 0 0 3 3 3 1 0 0 2 2 38
11 9 2 2 3 7 5 18 7 1 1 3 1 39 15 1 2 2 0 43 7 1 3 1 0 3 3 0 3 0 0 2 0 0 36
12 9 2 1 4 2 4 26 11 2 3 4 2 44 14 1 2 3 0 49 8 1 2 1 0 3 0 3 1 2 0 1 1 0 41
15 11 2 3 5 4 6 25 9 1 2 4 6 42 13 1 3 2 3 52 9 0 2 1 3 3 0 3 1 2 0 2 1 0 44
14 10 1 2 6 5 6 33 13 2 3 6 2 63 22 2 1 4 0 62 6 0 2 1 0 2 1 2 2 1 2 0 0 2 53
14 11 2 3 5 0 5 27 10 1 2 5 0 47 15 1 2 3 0 51 8 1 2 1 0 3 1 3 3 0 3 2 2 0 43
0 0 3 1 0 8 7 0 0 0 1 0 5 0 2 2 1 0 0 2 4 1 1 0 0 0 0 1 3 0 2 0 2 0 2
21 14 3 3 7 3 7 34 10 1 1 7 0 62 21 2 1 5 1 76 14 0 2 2 0 2 1 2 0 0 2 0 0 0 64
11 9 2 2 3 6 4 22 10 2 3 3 5 45 17 3 2 2 6 60 13 2 3 1 5 3 1 3 0 1 0 2 2 2 51
10 8 0 0 7 4 7 28 13 2 3 6 0 50 16 1 2 4 0 64 12 1 1 1 0 1 3 3 2 2 1 1 1 1 55
14 11 2 3 3 7 6 23 8 3 2 1 8 15 0 1 2 0 8 11 0 2 1 0 1 3 0 3 1 0 3 2 2 1 9
10 7 0 2 5 3 6 21 9 1 3 4 6 44 16 1 2 2 5 0 8 0 1 1 2 3 0 3 1 0 2 2 2 0 0
18 12 2 0 6 5 6 34 12 1 0 7 0 65 22 2 2 5 0 76 13 1 2 2 0 0 1 1 1 2 0 0 2 0 64
23 15 2 1 6 0 6 37 11 2 2 6 0 60 18 2 2 4 0 61 7 0 2 1 0 0 1 3 2 2 3 0 1 1 52
15 11 2 1 2 6 3 31 12 3 0 2 2 41 9 2 2 1 3 32 0 1 2 0 4 0 1 1 0 3 0 1 2 2 28
13 11 1 1 5 1 6 22 9 1 1 5 0 44 17 1 2 3 0 54 10 1 2 1 0 3 3 2 0 3 3 0 0 2 46
10 8 1 1 3 7 5 21 8 1 1 3 4 46 18 2 1 2 0 50 6 1 3 1 0 2 1 0 2 0 3 1 1 1 43
14 10 1 1 4 6 6 30 12 2 2 4 0 51 16 1 2 3 0 59 11 1 3 1 0 3 2 0 2 3 3 2 0 2 50
16 12 2 3 6 3 5 35 13 3 1 6 1 65 20 3 1 5 0 83 16 2 2 2 0 3 3 0 3 3 1 2 0 2 71
14 11 2 1 6 5 6 27 10 2 2 6 0 55 20 2 1 5 0 65 11 0 1 2 0 1 2 3 2 3 1 2 2 1 56
19 13 2 1 7 2 6 33 10 1 2 7 0 63 21 2 2 4 0 66 7 0 2 1 0 1 3 3 1 0 2 1 2 0 56
12 10 1 1 6 4 6 30 13 2 1 5 5 48 15 0 2 4 3 56 10 1 1 1 5 3 0 2 1 3 0 2 0 2 47
6 6 1 1 2 8 6 13 7 2 2 2 1 27 12 1 2 2 0 35 8 1 1 1 0 1 3 2 3 1 3 2 1 2 30
9 7 0 1 6 0 6 22 9 1 2 6 0 45 16 1 1 4 0 54 11 1 2 1 0 1 2 1 0 2 0 2 2 1 46
6 7 1 2 3 2 4 20 10 2 1 3 6 43 18 2 2 3 1 53 10 0 2 1 0 3 0 0 3 3 2 2 0 1 45
11 9 1 1 6 6 6 20 8 1 3 5 2 39 15 1 2 3 0 50 11 0 1 1 0 1 2 2 3 3 2 1 0 2 43
0 0 1 2 0 8 3 0 2 2 1 0 7 7 6 3 1 0 8 3 0 1 1 0 0 0 1 3 0 0 3 1 2 1 3
12 9 0 1 6 6 7 22 8 1 1 3 7 43 15 1 1 2 3 48 7 0 2 1 0 3 0 3 1 1 3 2 1 2 41
13 10 2 1 5 5 5 23 9 2 3 4 5 52 20 2 3 3 0 57 8 1 2 1 0 0 0 2 2 3 2 0 0 1 49
8 7 1 0 2 8 6 18 8 2 2 2 4 24 8 2 3 1 7 19 0 0 2 0 3 0 2 2 0 2 1 1 0 0 16
10 8 1 1 3 7 6 17 7 1 1 2 6 28 9 2 2 1 3 20 0 1 2 0 2 1 0 3 1 0 0 2 2 0 17
15 10 2 3 4 1 4 32 13 2 1 4 0 58 18 3 2 3 0 69 12 2 2 1 0 2 1 1 2 2 0 1 1 0 59
14 10 1 1 5 2 6 25 9 1 2 5 0 52 19 2 1 3 0 56 7 0 1 1 0 0 2 0 2 1 0 0 1 2 47
14 11 2 1 4 4 4 24 8 1 1 4 4 45 16 2 1 2 1 51 8 0 2 1 0 1 0 1 1 2 2 0 1 0 43
10 8 0 1 4 2 4 23 9 1 2 5 0 0 13 2 3 3 0 10 9 0 1 1 0 3 1 3 0 1 0 2 0 1 9
11 9 1 1 6 2 6 28 13 2 1 6 4 53 18 2 1 4 5 67 13 1 1 1 2 3 0 1 0 0 2 0 2 0 57
26 18 3 0 5 3 6 39 11 2 3 5 0 63 18 2 2 3 0 70 10 1 3 1 0 0 1 3 2 0 3 2 1 1 59
17 12 2 1 6 1 6 34 13 2 1 6 0 52 15 1 2 4 0 52 5 0 2 1 0 0 1 1 0 2 0 2 1 1 45
13 10 3 2 3 7 4 18 5 2 2 1 8 28 10 2 3 1 1 40 11 1 1 1 0 2 0 0 3 2 3 0 0 0 34
16 11 2 3 4 5 4 30 11 2 2 4 2 59 20 2 2 3 0 68 10 0 2 1 0 3 3 0 2 3 3 2 0 2 58
10 8 1 0 3 8 6 22 9 2 1 3 4 42 16 1 2 2 0 53 10 1 1 1 0 0 2 2 3 0 0 1 0 1 45
5 6 0 1 5 5 5 23 12 2 0 6 0 47 18 2 2 4 0 55 8 1 2 1 1 0 3 3 1 3 0 0 1 2 47
16 12 2 1 5 4 6 30 11 3 2 4 4 53 17 1 2 3 1 59 10 0 2 1 0 3 1 3 2 0 0 2 2 0 50
9 7 0 3 4 7 6 27 13 2 1 4 3 46 15 1 2 3 6 53 8 0 2 1 3 2 2 3 0 3 1 0 1 2 45
15 10 1 3 7 5 7 35 14 2 2 7 1 55 16 1 2 5 1 70 14 1 2 2 0 2 2 1 0 1 1 0 1 1 59
18 12 2 1 5 0 6 20 5 0 1 4 0 45 17 2 2 3 0 57 11 0 1 1 0 2 1 3 1 3 3 0 1 2 48
12 9 1 2 3 2 3 21 7 1 2 2 1 28 8 2 2 1 0 26 2 2 1 0 0 0 0 0 1 1 2 1 0 2 22
15 10 1 1 4 3 5 25 9 1 2 4 0 53 20 2 1 3 0 58 7 1 3 1 0 0 2 3 0 2 3 0 2 1 49
10 8 0 1 4 4 4 26 13 3 1 4 0 41 12 1 3 2 0 34 0 0 3 0 0 3 3 1 2 2 1 2 1 0 29
16 12 3 1 4 7 6 24 8 1 1 4 4 42 14 1 1 3 0 52 11 1 2 1 0 2 1 3 3 2 2 0 2 1 44
16 11 1 0 4 4 4 30 10 2 1 4 0 47 14 1 2 3 0 52 7 0 3 1 0 0 2 1 3 2 1 0 1 0 45
12 8 1 3 4 7 6 29 13 2 1 4 5 50 16 2 3 3 2 53 8 1 1 1 0 3 3 3 1 1 3 0 2 1 45
17 12 1 1 5 3 5 36 13 3 1 5 0 58 17 2 2 3 0 63 9 0 3 1 0 0 1 1 0 0 0 0 1 0 54
16 12 2 0 5 5 6 30 11 2 1 4 6 38 8 1 1 1 8 37 4 0 1 0 5 1 0 3 0 0 0 1 1 1 32
16 12 2 1 6 6 7 32 13 2 2 5 0 53 16 2 3 4 0 62 10 1 2 1 0 1 3 1 2 3 3 2 1 2 53
8 7 1 1 3 4 4 18 9 2 1 3 0 32 11 1 3 2 0 26 0 0 1 0 0 2 2 0 0 3 0 0 1 2 22
11 8 0 2 5 6 6 28 12 1 1 5 3 49 16 2 3 3 0 58 10 2 2 1 0 2 1 3 1 3 3 1 0 2 49
15 11 2 0 6 6 6 29 11 2 3 6 4 60 21 2 1 4 0 65 9 0 2 1 0 3 2 1 3 3 0 1 1 1 55
16 12 3 1 6 5 6 22 7 0 2 5 1 45 18 2 2 4 0 60 12 0 1 1 0 1 2 0 2 2 2 2 0 0 51
18 12 1 1 7 1 7 34 13 3 1 7 0 66 24 3 2 5 0 80 13 0 1 2 0 3 1 2 1 2 0 2 1 1 68
10 8 1 0 2 7 4 14 5 1 1 1 2 24 8 1 2 1 0 21 2 1 1 0 0 0 1 3 2 3 3 0 1 2 18
8 7 0 1 3 1 4 16 8 2 3 3 0 38 17 3 1 2 0 34 2 1 1 0 0 2 2 3 2 0 1 1 1 1 29
10 9 1 1 4 5 4 19 8 0 2 4 1 37 13 1 3 3 2 44 8 1 1 1 0 0 1 0 0 3 3 1 0 2 37
18 12 2 1 5 4 5 31 10 1 1 5 0 66 25 3 1 4 0 69 8 0 2 1 0 0 1 1 3 0 3 0 2 0 58
13 9 1 1 3 2 3 24 9 2 0 2 0 40 13 1 2 2 0 44 6 1 3 1 0 3 2 0 1 1 1 1 0 1 38
13 9 1 1 2 1 3 28 12 3 1 2 1 41 11 2 2 1 2 43 6 2 1 0 0 1 0 1 0 0 3 1 2 0 37
16 11 2 0 5 6 6 29 11 2 2 5 3 49 15 1 2 3 0 53 7 0 1 1 0 3 2 1 3 0 1 2 2 1 45
12 10 1 1 5 6 6 23 10 2 0 2 8 37 12 1 1 1 4 30 0 0 1 0 6 3 0 1 3 1 0 2 1 2 25
14 10 1 1 6 6 7 26 10 1 2 5 2 45 14 1 2 3 0 53 10 1 1 1 0 3 3 3 2 2 3 1 2 1 45
7 7 0 0 2 7 4 18 9 2 0 2 4 35 13 2 2 1 0 39 6 1 3 0 0 1 1 0 2 3 3 2 0 2 33
14 10 2 3 3 7 6 12 2 2 1 0 8 12 2 1 1 0 2 10 2 1 1 0 0 2 0 1 2 1 1 1 2 2 9
17 12 1 1 6 3 6 29 9 1 1 5 0 54 19 1 1 4 0 57 8 1 1 1 0 1 2 3 1 3 3 1 1 1 49
20 14 2 1 5 1 5 37 12 2 1 4 0 54 14 2 2 2 0 66 12 1 1 1 0 2 3 0 0 3 1 0 0 2 56
12 9 1 1 5 0 5 23 10 1 1 4 0 49 19 2 3 3 0 57 9 0 2 1 0 2 1 2 0 2 2 0 0 0 49
10 8 0 1 4 7 6 23 10 1 0 4 3 44 16 2 2 3 0 49 7 1 3 1 0 3 2 0 2 3 0 2 0 2 42
10 8 2 1 2 7 3 21 9 2 0 2 2 39 14 2 2 2 0 32 0 1 3 0 0 2 3 1 1 0 1 0 2 1 27
18 13 2 1 7 5 6 33 11 2 1 7 3 60 21 2 1 5 0 70 11 1 3 1 0 3 1 1 3 1 0 0 2 2 60
15 11 1 0 5 6 7 29 11 2 1 4 5 48 14 0 1 3 1 51 7 1 1 1 0 0 0 3 2 0 1 0 2 0 43
13 9 0 1 6 0 6 25 10 1 1 6 0 60 24 3 1 5 0 77 15 2 2 2 0 3 2 3 3 1 2 0 2 2 65
10 8 1 1 2 8 4 17 7 1 2 2 6 25 8 1 3 1 5 20 0 1 1 0 1 3 1 0 0 3 1 2 1 2 17
7 7 0 1 4 2 4 21 11 2 0 4 0 46 18 2 2 3 0 54 9 1 2 1 0 1 2 1 0 3 2 2 2 2 46
17 12 3 1 5 1 5 32 12 3 1 5 0 50 15 2 2 3 0 57 9 0 3 1 0 3 2 0 3 2 3 1 1 1 48
5 5 1 3 1 8 5 2 0 1 3 0 4 0 0 1 1 0 0 0 0 2 2 0 0 2 2 2 3 3 1 0 0 2 0
13 10 1 0 6 2 6 32 14 3 2 6 2 67 24 2 1 5 3 72 8 0 2 1 0 1 0 3 0 1 1 2 2 0 61
9 7 0 0 2 8 5 19 8 2 2 2 2 32 11 1 1 1 0 24 0 0 2 0 0 1 3 1 3 1 0 1 1 2 20
12 9 1 1 5 4 5 23 9 1 1 5 0 43 16 2 2 3 0 50 9 0 2 1 0 1 3 1 3 2 3 0 1 0 42
10 8 1 1 4 2 4 29 13 2 0 4 1 56 19 3 2 3 0 57 7 0 2 1 0 3 1 1 3 3 0 2 2 2 48
10 8 1 2 4 7 6 17 6 1 3 2 8 24 7 2 2 1 7 21 2 1 2 0 3 0 0 2 1 0 1 0 1 1 18
14 10 0 1 6 2 6 33 14 2 0 7 0 58 18 1 2 4 0 66 9 0 2 1 0 1 1 0 3 3 0 2 0 1 56
12 9 1 1 5 3 5 28 12 2 1 6 0 58 21 2 2 5 0 67 11 1 1 2 0 3 3 0 3 1 1 2 1 2 57
8 7 0 1 5 1 5 19 9 1 3 6 0 45 19 2 1 5 0 63 16 2 1 2 0 3 2 3 3 3 1 0 2 2 54
2 3 0 1 1 8 6 5 4 1 0 1 2 18 10 1 2 1 0 19 4 1 2 0 0 0 1 1 2 3 1 0 1 2 16
13 10 1 2 6 3 6 28 12 2 1 5 0 55 19 3 2 3 0 58 8 1 3 1 0 0 1 1 1 1 0 0 2 2 49
23 15 2 1 6 2 6 31 9 1 2 6 0 60 20 2 1 4 0 62 7 0 3 1 0 1 2 2 2 3 2 0 0 2 53
16 12 2 2 5 6 6 27 10 1 1 5 2 47 16 2 2 3 0 52 8 0 2 1 0 2 2 1 2 3 2 0 1 1 44
18 12 1 1 7 0 6 31 11 1 3 7 0 54 17 1 1 5 0 66 12 1 1 2 0 1 3 3 2 1 0 1 2 2 56
11 9 1 3 5 0 5 28 12 1 1 5 0 45 14 1 1 3 0 47 7 0 1 1 0 3 0 0 1 3 0 2 0 1 40
17 12 1 1 5 4 6 25 8 1 1 4 0 48 16 1 2 3 0 54 8 1 1 1 0 3 2 0 2 2 1 2 1 0 46
10 7 2 0 2 8 6 21 8 2 2 2 4 38 13 2 1 1 4 31 0 1 2 0 0 0 3 1 0 3 3 0 0 1 26
16 11 1 1 4 2 4 26 9 1 2 4 0 55 21 3 2 3 0 61 9 1 1 1 0 3 3 0 1 2 1 0 1 0 52
10 7 0 1 6 2 6 29 13 2 1 6 0 47 14 0 2 4 0 53 10 2 2 1 1 3 2 3 3 3 0 1 1 2 45
12 10 1 2 6 4 6 29 12 1 0 5 5 50 16 2 1 3 1 53 7 0 2 1 4 1 0 1 1 3 0 2 1 2 45
16 11 2 0 4 3 5 34 13 2 1 4 0 51 14 1 2 3 0 60 9 0 2 1 0 1 1 1 3 3 0 2 2 1 51
12 10 1 1 5 3 5 26 11 2 2 4 0 50 17 1 1 3 0 56 8 0 2 1 0 1 1 1 0 2 0 1 0 0 48
12 9 0 1 5 3 5 19 7 1 2 4 0 43 17 1 2 3 0 50 9 0 2 1 0 3 2 0 1 1 0 1 1 2 42
15 10 1 1 6 0 6 27 10 1 1 6 0 53 20 2 1 4 0 60 8 2 1 1 0 1 1 2 3 0 0 1 1 0 51
14 10 1 1 6 0 6 30 13 2 0 5 0 54 17 1 2 4 0 57 7 0 2 1 0 0 0 1 1 0 3 0 1 0 49
11 9 1 1 4 7 6 25 11 1 0 4 3 42 14 1 3 3 0 48 7 1 1 1 0 1 1 0 1 3 0 2 1 1 41
15 11 2 3 3 6 4 26 10 2 1 3 6 41 13 2 1 2 6 43 6 1 2 1 2 3 1 0 0 0 2 2 1 0 36
13 10 2 2 4 4 5 16 5 0 3 2 7 25 8 1 2 1 3 25 3 1 2 0 0 3 0 2 1 1 3 1 1 2 22
13 10 2 1 3 7 6 19 6 1 3 2 2 30 10 1 2 1 5 27 3 0 3 0 3 3 1 3 0 2 1 1 2 0 23
15 11 3 2 4 7 7 26 9 1 1 4 2 43 15 1 2 3 0 52 10 1 2 1 0 0 2 2 3 1 1 0 0 1 44
13 10 1 1 3 6 4 19 6 2 0 1 8 33 12 1 1 1 1 32 5 1 3 0 0 2 0 0 3 1 1 0 0 2 27
11 9 1 2 6 5 6 23 9 1 1 6 0 50 19 2 2 4 0 60 11 0 1 2 0 0 3 2 3 3 2 1 0 1 51
21 14 2 1 5 3 5 38 13 2 1 5 0 70 22 3 2 3 0 75 9 0 2 1 0 2 3 1 3 1 2 0 2 1 64
0 0 1 3 0 8 5 0 0 2 1 0 8 0 0 1 2 0 8 1 2 0 2 0 2 2 0 0 0 3 2 0 1 2 1
11 8 1 2 6 1 6 25 11 2 1 7 0 45 16 1 1 4 0 49 6 1 3 1 0 0 2 1 0 2 3 0 2 1 42
16 11 2 0 4 0 5 28 10 2 1 4 0 47 15 2 2 3 0 50 6 0 2 1 0 0 1 1 0 2 0 0 2 0 43
13 9 1 1 4 2 4 25 10 1 1 5 0 47 17 2 2 4 0 53 9 0 3 1 0 3 1 3 2 0 2 2 2 1 45
12 9 2 1 3 1 3 21 8 1 3 3 0 44 17 2 1 2 0 52 9 0 1 1 0 0 3 2 0 1 1 0 0 2 44
13 9 1 0 4 0 5 26 10 1 2 4 0 47 15 1 2 3 0 57 11 0 1 1 0 1 3 0 1 3 1 2 0 2 48
10 8 0 2 4 2 4 31 15 2 1 5 0 52 16 1 2 3 0 61 11 0 2 1 0 3 1 0 2 0 0 2 1 0 52
12 9 2 3 4 5 4 32 15 3 0 4 0 50 15 2 3 3 0 54 7 1 1 1 0 0 1 1 3 3 1 0 2 1 46
20 14 2 0 4 6 5 32 10 1 2 4 0 48 14 1 2 3 0 49 6 0 3 1 0 0 3 0 2 2 1 0 0 0 42
10 8 1 3 3 8 6 19 7 1 1 2 5 29 9 2 2 1 0 25 1 2 2 0 0 3 1 2 3 3 1 1 0 1 21
16 11 2 2 4 1 4 28 9 1 1 3 1 44 14 1 2 2 0 54 10 1 1 1 0 0 0 0 2 3 1 0 0 2 46
6 6 1 2 2 8 6 14 7 2 1 1 7 18 6 2 2 0 2 11 0 1 1 0 0 3 0 1 2 2 3 2 2 1 9
17 12 2 3 4 6 5 12 0 2 1 0 8 6 0 1 2 0 2 10 5 1 3 0 0 2 0 1 1 1 2 1 2 2 8
8 7 1 2 2 8 5 18 8 2 2 2 3 36 14 2 2 2 0 42 7 0 1 1 0 3 1 3 2 1 2 2 2 0 36
14 10 1 1 6 0 6 32 13 2 0 5 0 60 20 2 3 4 0 62 7 0 1 1 0 1 1 1 0 2 1 1 2 0 53
10 8 1 2 4 0 3 25 11 2 1 4 0 52 19 2 2 3 0 57 8 1 2 1 0 2 1 1 1 3 2 0 1 2 48
13 9 0 0 4 7 6 23 9 1 3 4 1 44 15 2 2 3 0 56 12 2 1 1 0 0 3 3 3 0 2 0 2 0 47
15 12 2 1 7 0 7 33 12 2 1 7 1 53 17 1 2 4 2 61 10 1 1 1 0 3 0 3 0 0 3 0 2 1 52
11 8 1 1 4 7 7 12 4 1 3 1 8 22 9 1 1 1 4 18 0 0 3 0 6 2 0 2 1 3 0 0 0 2 15
14 11 2 1 4 1 4 30 11 2 1 3 0 47 14 1 3 2 0 49 7 0 2 1 0 2 3 1 0 2 1 0 2 0 42
15 12 1 1 5 6 6 27 10 1 1 5 0 48 15 1 2 4 0 55 9 0 3 1 0 1 3 2 1 2 3 2 1 0 46
2 4 2 3 1 8 5 8 5 1 2 1 4 17 8 1 1 1 0 11 0 1 1 0 0 2 1 3 3 1 2 0 1 2 9
7 6 0 1 2 8 6 12 7 1 2 2 4 29 13 1 1 2 0 30 4 2 1 0 0 0 3 0 2 0 1 0 0 1 26
12 10 2 3 5 5 6 33 14 2 0 4 3 58 18 1 1 3 0 69 11 0 2 1 0 3 2 1 1 0 3 2 1 0 59
8 7 1 3 2 8 6 9 4 1 2 1 6 6 2 1 2 0 8 1 0 1 2 0 1 2 1 3 0 2 3 0 2 0 1
18 12 2 1 4 5 5 29 9 2 2 4 4 50 16 2 2 2 7 54 8 0 1 1 2 1 0 2 0 0 1 1 0 0 46
17 12 2 3 7 1 6 26 8 1 3 7 0 51 19 2 2 4 0 56 8 0 3 1 0 2 3 3 1 3 0 0 1 2 47
16 11 1 1 6 4 6 24 9 1 2 5 3 46 16 1 1 3 0 55 9 2 2 1 0 2 0 3 2 1 0 0 2 1 47
14 10 1 1 5 3 5 22 8 1 2 5 0 45 16 1 1 3 0 55 10 1 2 1 1 1 1 3 3 3 0 2 2 2 46
14 10 1 1 4 0 5 26 10 2 2 4 0 46 15 1 1 3 0 56 11 1 1 1 0 0 0 1 0 1 0 0 2 1 48
16 11 2 2 7 2 6 27 9 1 0 7 0 49 16 1 2 5 0 57 10 0 2 2 0 1 2 1 2 1 2 2 1 2 48
16 11 1 0 4 4 4 33 12 3 1 4 1 52 15 2 3 2 0 53 5 0 3 1 0 1 1 1 2 3 3 2 2 2 45
18 12 2 2 5 7 6 32 11 2 1 4 6 51 14 1 2 3 0 60 11 1 2 1 0 3 3 1 2 3 3 1 1 1 51
0 0 0 1 0 8 4 0 0 1 1 0 8 0 0 3 2 0 1 3 4 0 2 0 0 1 0 0 3 3 2 1 1 2 3
5 5 0 1 3 6 4 13 7 1 1 3 0 32 14 1 2 2 0 39 7 1 3 1 0 0 1 3 3 3 3 1 2 1 33
10 9 3 1 2 7 3 22 9 2 0 2 2 33 10 2 2 1 2 32 3 1 3 0 0 1 2 0 0 1 1 2 1 2 27
12 9 1 2 4 2 4 26 11 2 1 4 0 48 16 2 2 2 0 58 11 2 1 1 0 1 2 1 3 1 3 2 1 1 49
15 11 1 1 6 4 6 29 11 2 1 5 3 54 18 2 2 4 0 61 8 1 2 1 0 0 0 2 1 3 1 0 0 2 52
13 9 1 1 6 3 5 27 11 2 2 6 0 43 14 1 2 3 0 51 9 0 2 1 0 2 1 0 3 1 1 0 1 2 43
13 11 1 1 6 1 6 29 11 1 2 6 0 52 18 1 2 5 0 64 12 0 2 2 0 3 3 0 3 3 3 1 0 1 54
21 14 2 1 6 1 6 43 16 3 1 6 0 73 22 2 2 4 0 73 6 1 1 1 0 1 3 0 0 1 2 2 0 2 62
7 7 0 1 6 3 6 24 12 1 2 6 4 55 21 2 1 4 0 68 14 1 3 2 0 1 0 1 3 0 3 1 2 0 58
13 10 2 1 2 6 3 20 6 1 1 2 0 35 12 1 2 2 0 43 8 0 1 1 0 0 2 0 2 3 0 1 1 2 36
12 9 1 0 5 5 5 23 10 1 0 3 7 45 16 1 1 2 2 47 6 1 2 1 0 3 0 0 2 3 1 1 0 2 40
14 10 1 0 5 7 7 31 13 3 1 4 4 50 15 1 2 3 0 55 9 0 2 1 0 1 2 1 3 2 0 2 2 1 47
11 8 2 1 3 6 4 23 9 2 3 3 4 39 13 2 2 2 0 49 9 0 3 1 0 1 2 2 1 3 3 2 1 2 42
12 9 1 1 4 4 4 28 12 2 0 4 0 45 13 2 2 2 0 47 7 0 2 1 0 3 2 1 1 2 0 2 1 0 40
12 9 1 0 3 5 3 20 7 1 1 2 6 38 13 2 1 2 2 46 9 1 3 1 0 1 0 2 1 3 3 1 1 2 39
7 6 0 3 6 0 6 25 13 2 1 5 0 51 18 2 1 4 0 61 11 1 2 1 0 3 1 3 1 2 3 1 2 0 52
14 11 2 1 7 0 6 25 9 1 0 7 0 51 19 2 2 5 0 62 12 1 3 2 0 3 1 1 1 3 1 1 2 1 52
14 10 1 1 6 2 7 25 9 1 2 6 0 53 20 1 2 4 0 60 9 0 1 1 0 3 2 1 2 3 2 1 1 2 51
15 11 1 1 7 5 7 31 11 1 1 7 1 59 21 2 3 5 2 69 11 1 1 2 0 2 3 3 0 3 2 0 1 0 59
8 7 0 3 6 0 7 24 12 2 1 7 0 44 15 0 3 5 0 49 7 0 2 1 0 3 2 1 1 3 3 1 2 1 42
13 10 1 1 5 0 6 24 10 2 2 6 0 44 15 1 1 3 0 57 12 2 2 1 0 3 2 3 0 1 3 2 1 1 48
5 6 0 3 4 7 6 18 10 2 1 4 4 49 22 3 1 3 0 58 10 1 2 1 1 3 2 1 2 2 0 2 2 0 50
13 10 1 1 5 7 6 17 5 1 2 1 8 13 0 1 2 0 8 7 0 2 2 0 3 3 0 2 0 3 3 1 0 1 6
9 7 0 1 3 4 3 18 8 1 2 3 3 37 14 2 3 3 0 42 7 1 1 1 0 2 2 0 2 2 1 0 1 0 35
18 13 2 1 6 5 7 27 9 0 1 5 0 49 17 1 2 4 0 47 5 0 3 1 0 3 3 3 3 1 3 1 2 1 40
16 12 2 1 5 1 5 36 14 2 0 6 0 64 21 3 2 4 0 73 10 1 2 1 0 3 1 1 0 3 2 2 1 2 62
14 10 0 0 7 1 7 31 13 2 3 7 0 50 15 0 2 6 0 65 13 1 3 2 0 1 1 3 1 3 2 1 1 2 55
9 8 1 3 3 3 3 17 7 2 2 2 5 26 10 2 2 1 4 18 0 1 2 0 0 3 0 0 0 2 3 1 1 1 15
11 8 1 3 2 6 3 20 8 3 2 2 2 33 11 2 3 1 3 25 0 1 1 0 4 3 2 3 0 2 0 2 2 1 21
9 7 2 2 2 6 3 16 7 2 3 2 1 27 10 1 1 1 2 25 4 0 1 0 0 0 3 3 0 1 2 0 2 2 21
10 8 1 1 3 5 4 26 11 2 1 3 0 45 15 2 1 2 0 46 6 0 2 1 0 0 2 3 2 3 3 1 2 0 39
11 9 1 3 5 4 5 23 10 1 1 4 2 44 16 1 2 3 0 51 8 1 3 1 0 3 1 0 1 1 0 0 0 2 43
20 13 3 2 5 4 5 33 11 3 2 5 0 56 16 1 2 4 0 60 7 0 1 1 0 3 3 3 1 1 2 1 1 1 51
0 0 2 2 0 8 5 0 0 1 1 0 8 0 0 1 2 0 8 0 2 0 2 0 6 1 0 1 0 1 1 2 2 2 0
3 5 1 2 1 8 4 5 3 1 1 1 7 19 11 2 3 1 2 15 0 0 2 0 0 0 0 1 3 2 2 0 2 1 13
13 9 0 2 5 3 5 28 12 2 2 5 2 49 16 2 2 4 4 48 5 0 1 1 0 0 0 1 0 1 1 1 0 2 41
17 12 2 3 7 1 7 41 16 2 0 7 4 62 16 1 3 4 0 66 8 0 2 1 0 3 0 1 3 3 3 1 2 1 56
16 11 2 0 4 4 5 23 7 1 3 4 4 47 18 1 2 3 0 55 10 1 2 1 0 1 0 3 1 3 2 1 1 1 47
15 10 2 1 3 2 3 24 8 1 2 2 4 40 13 2 1 2 0 39 3 1 2 0 0 3 0 2 3 1 0 2 0 2 33
17 12 1 1 6 4 6 34 13 2 2 5 0 55 17 1 3 4 0 65 10 2 3 1 0 2 3 1 3 3 2 0 1 2 55
13 10 1 3 6 2 6 29 13 2 2 6 0 49 17 0 1 4 0 51 6 0 2 1 0 2 2 1 1 3 1 0 1 0 43
17 12 1 1 6 1 6 39 15 2 1 6 0 65 19 2 2 5 0 68 8 0 3 1 0 0 3 3 0 3 1 0 0 2 58
17 11 2 0 4 2 4 29 10 1 0 5 2 49 15 1 3 4 0 56 9 1 2 1 0 1 0 1 2 2 2 2 2 0 48
8 7 0 1 5 0 6 18 9 1 3 5 0 34 14 1 2 3 2 43 9 0 1 1 0 2 0 3 0 1 2 0 2 2 37
12 9 1 2 4 7 6 31 13 2 1 4 2 59 20 2 1 3 0 66 9 0 1 1 0 1 3 0 1 2 1 2 0 0 56
17 12 2 0 7 2 6 33 13 3 1 7 0 57 18 1 3 5 0 68 12 0 1 2 0 0 1 0 0 3 0 0 0 1 58
20 14 2 0 5 2 6 29 8 1 2 4 0 47 15 1 1 3 0 49 6 1 2 1 0 0 3 3 2 2 0 0 2 0 41
